insight_id,category,kol_tier,kol_is_investigator,region,novelty_score,n_corroborating_notes,days_since_captured,sentiment,has_compliance_flag,insight_char_length,aligned_to_strategic_priority,selected_for_review
HIST-01347,DIAGNOSTIC_MONITORING,3,0,US-West,0.178,3,153,-1,0,274,0,0
HIST-01348,EFFICACY_REAL_WORLD,3,0,EMEA,0.688,4,97,1,0,305,0,0
HIST-01349,UNMET_NEED,3,0,US-Central,0.3,8,265,0,0,299,1,0
HIST-01350,DATA_GAP_EVIDENCE_NEED,3,0,APAC,0.264,7,117,-1,0,191,1,0
HIST-01351,DATA_GAP_EVIDENCE_NEED,2,1,US-Central,0.615,8,109,0,0,163,0,0
HIST-01352,SAFETY_TOLERABILITY,2,0,US-East,0.467,1,327,0,0,95,0,0
HIST-01353,UNMET_NEED,2,1,US-Central,0.052,5,354,1,0,278,0,0
HIST-01354,EFFICACY_REAL_WORLD,2,0,APAC,0.429,11,331,-1,0,231,0,0
HIST-01355,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-West,0.287,2,51,0,1,175,1,0
HIST-01356,SAFETY_TOLERABILITY,2,0,US-Central,0.169,3,5,0,0,249,0,1
HIST-01357,EFFICACY_REAL_WORLD,2,0,EMEA,0.373,2,251,0,0,184,1,0
HIST-01358,COMPETITIVE_LANDSCAPE,2,0,APAC,0.394,2,53,1,0,108,0,0
HIST-01359,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.575,0,259,-1,0,211,0,0
HIST-01360,SAFETY_TOLERABILITY,2,0,US-East,0.197,5,185,1,0,153,0,0
HIST-01361,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.056,0,135,-1,1,142,0,0
HIST-01362,EFFICACY_REAL_WORLD,2,0,US-West,0.208,10,310,0,0,213,1,0
HIST-01363,DOSING_ADMINISTRATION,3,0,US-West,0.081,1,49,0,0,130,1,0
HIST-01364,COMPETITIVE_LANDSCAPE,1,1,US-East,0.255,4,358,-1,0,215,0,0
HIST-01365,DATA_GAP_EVIDENCE_NEED,3,0,US-Central,0.197,6,221,-1,0,276,1,1
HIST-01366,DIAGNOSTIC_MONITORING,2,1,EMEA,0.29,4,181,-1,0,148,1,1
HIST-01367,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.259,1,199,-1,0,250,1,0
HIST-01368,COMPETITIVE_LANDSCAPE,2,1,US-East,0.278,11,93,0,0,316,0,0
HIST-01369,DIAGNOSTIC_MONITORING,2,1,EMEA,0.355,0,126,1,0,179,0,0
HIST-01370,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.337,0,45,0,0,182,0,0
HIST-01371,SAFETY_TOLERABILITY,2,0,EMEA,0.577,0,331,0,0,182,0,0
HIST-01372,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.265,0,237,-1,0,224,1,0
HIST-01373,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.283,4,378,-1,0,153,1,1
HIST-01374,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.28,3,373,-1,0,147,1,0
HIST-01375,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.262,3,350,-1,0,266,1,0
HIST-01376,UNMET_NEED,2,1,US-Central,0.401,0,397,0,0,188,1,0
HIST-01377,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.305,4,98,1,0,178,0,0
HIST-01378,ACCESS_REIMBURSEMENT,2,0,US-Central,0.23,4,5,-1,0,122,1,0
HIST-01379,DOSING_ADMINISTRATION,2,0,EMEA,0.189,2,286,1,0,193,0,0
HIST-01380,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.586,4,187,1,0,174,0,0
HIST-01381,DOSING_ADMINISTRATION,1,0,EMEA,0.545,10,85,-1,0,240,1,0
HIST-01382,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.106,4,370,-1,0,260,1,0
HIST-01383,SAFETY_TOLERABILITY,1,0,APAC,0.252,0,62,1,0,378,1,1
HIST-01384,CLINICAL_TRIAL_EXPERIENCE,1,0,US-East,0.042,2,190,-1,0,185,0,0
HIST-01385,UNMET_NEED,2,1,EMEA,0.442,3,134,1,0,187,1,0
HIST-01386,SAFETY_TOLERABILITY,2,0,EMEA,0.365,1,335,-1,0,110,1,0
HIST-01387,PATIENT_EXPERIENCE_ADHERENCE,1,1,APAC,0.206,0,348,0,1,200,0,1
HIST-01388,DIAGNOSTIC_MONITORING,3,0,EMEA,0.173,1,109,0,0,132,0,0
HIST-01389,COMPETITIVE_LANDSCAPE,2,0,US-West,0.456,2,235,1,0,287,0,0
HIST-01390,GUIDELINES_PRACTICE_PATTERNS,3,0,EMEA,0.038,4,114,0,0,204,1,0
HIST-01391,DIAGNOSTIC_MONITORING,2,0,EMEA,0.452,8,344,-1,0,125,1,0
HIST-01392,EFFICACY_REAL_WORLD,2,0,US-Central,0.232,6,394,1,0,38,0,0
HIST-01393,DOSING_ADMINISTRATION,1,0,US-East,0.228,10,147,0,0,201,1,0
HIST-01394,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.15,0,190,0,1,217,0,0
HIST-01395,SAFETY_TOLERABILITY,1,0,US-East,0.29,2,95,-1,0,188,1,0
HIST-01396,DATA_GAP_EVIDENCE_NEED,2,1,US-Central,0.198,4,147,-1,0,194,0,0
HIST-01397,PATIENT_SELECTION_POSITIONING,2,1,US-Central,0.527,0,246,0,0,250,1,0
HIST-01398,DIAGNOSTIC_MONITORING,3,0,US-Central,0.04,1,203,0,0,263,0,0
HIST-01399,COMPETITIVE_LANDSCAPE,3,0,APAC,0.778,0,173,1,0,226,0,0
HIST-01400,EFFICACY_REAL_WORLD,2,0,US-East,0.431,2,123,1,0,170,1,0
HIST-01401,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.194,3,242,-1,0,188,1,0
HIST-01402,SAFETY_TOLERABILITY,3,0,US-East,0.251,3,380,1,1,285,1,0
HIST-01403,DIAGNOSTIC_MONITORING,1,1,EMEA,0.221,1,148,0,0,181,0,0
HIST-01404,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.202,0,215,0,0,205,1,1
HIST-01405,DOSING_ADMINISTRATION,3,0,US-East,0.604,2,187,-1,1,42,0,0
HIST-01406,PATIENT_SELECTION_POSITIONING,1,1,EMEA,0.286,0,152,0,0,83,1,0
HIST-01407,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.339,6,201,0,0,101,1,0
HIST-01408,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.415,5,238,0,0,236,0,0
HIST-01409,DATA_GAP_EVIDENCE_NEED,3,1,US-Central,0.275,1,90,1,0,198,1,0
HIST-01410,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.251,3,116,0,0,246,0,0
HIST-01411,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.255,0,164,0,0,289,0,0
HIST-01412,DATA_GAP_EVIDENCE_NEED,2,1,US-East,0.389,1,38,-1,0,125,0,0
HIST-01413,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.368,0,293,0,0,147,1,0
HIST-01414,GUIDELINES_PRACTICE_PATTERNS,3,0,EMEA,0.293,3,69,0,0,244,1,0
HIST-01415,COMPETITIVE_LANDSCAPE,3,0,US-East,0.155,7,145,-1,0,163,0,0
HIST-01416,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-East,0.514,1,356,0,0,230,0,0
HIST-01417,DOSING_ADMINISTRATION,2,0,US-Central,0.317,10,336,0,0,246,0,0
HIST-01418,UNMET_NEED,2,0,EMEA,0.348,1,175,1,0,263,0,0
HIST-01419,DOSING_ADMINISTRATION,2,0,APAC,0.084,1,204,-1,0,347,0,0
HIST-01420,PATIENT_SELECTION_POSITIONING,2,1,US-West,0.067,1,336,-1,0,50,1,0
HIST-01421,UNMET_NEED,3,0,US-East,0.494,9,21,1,0,22,0,0
HIST-01422,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.344,2,335,1,0,230,1,0
HIST-01423,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.277,1,208,1,0,202,0,0
HIST-01424,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.305,6,278,0,0,314,1,0
HIST-01425,COMPETITIVE_LANDSCAPE,2,1,US-East,0.53,1,291,-1,0,221,0,0
HIST-01426,EFFICACY_REAL_WORLD,3,0,APAC,0.281,0,8,-1,1,323,0,0
HIST-01427,DOSING_ADMINISTRATION,3,0,US-Central,0.233,0,11,0,0,238,0,0
HIST-01428,DOSING_ADMINISTRATION,2,0,US-Central,0.071,0,357,-1,1,52,1,0
HIST-01429,COMPETITIVE_LANDSCAPE,2,0,US-West,0.244,1,242,0,0,269,1,0
HIST-01430,PATIENT_SELECTION_POSITIONING,1,1,US-West,0.318,8,383,0,0,313,1,1
HIST-01431,COMPETITIVE_LANDSCAPE,3,0,US-East,0.264,5,67,1,0,232,0,0
HIST-01432,SAFETY_TOLERABILITY,1,1,US-East,0.249,3,389,0,0,294,0,0
HIST-01433,EFFICACY_REAL_WORLD,2,0,US-West,0.162,2,307,0,0,284,0,0
HIST-01434,UNMET_NEED,1,1,EMEA,0.224,4,230,-1,0,200,0,0
HIST-01435,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-East,0.252,6,168,0,0,147,0,0
HIST-01436,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.038,0,374,0,0,168,0,0
HIST-01437,PATIENT_SELECTION_POSITIONING,1,0,APAC,0.26,6,368,1,0,219,1,0
HIST-01438,UNMET_NEED,3,0,US-West,0.037,2,285,1,1,183,1,0
HIST-01439,EFFICACY_REAL_WORLD,1,0,APAC,0.395,3,259,0,0,123,1,0
HIST-01440,COMPETITIVE_LANDSCAPE,1,0,US-East,0.41,10,276,-1,0,234,0,0
HIST-01441,DOSING_ADMINISTRATION,3,0,EMEA,0.234,7,127,-1,0,115,0,0
HIST-01442,COMPETITIVE_LANDSCAPE,1,1,US-West,0.505,3,322,1,1,138,1,1
HIST-01443,DIAGNOSTIC_MONITORING,3,0,US-West,0.189,0,123,-1,0,75,1,0
HIST-01444,DOSING_ADMINISTRATION,3,0,EMEA,0.279,3,287,-1,0,211,0,0
HIST-01445,EFFICACY_REAL_WORLD,2,0,APAC,0.144,1,393,0,0,105,0,1
HIST-01446,COMPETITIVE_LANDSCAPE,2,0,US-West,0.381,4,297,-1,0,256,0,0
HIST-01447,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.699,7,342,-1,0,164,0,1
HIST-01448,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.381,3,353,-1,0,209,1,0
HIST-01449,SAFETY_TOLERABILITY,3,1,US-West,0.588,5,83,-1,0,53,1,1
HIST-01450,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.257,2,126,0,0,200,0,0
HIST-01451,COMPETITIVE_LANDSCAPE,3,1,US-Central,0.208,1,110,0,1,218,1,0
HIST-01452,EFFICACY_REAL_WORLD,2,0,US-West,0.22,0,218,-1,0,408,1,0
HIST-01453,DATA_GAP_EVIDENCE_NEED,2,1,APAC,0.147,5,298,-1,0,54,0,0
HIST-01454,DATA_GAP_EVIDENCE_NEED,1,0,US-East,0.3,0,315,-1,1,248,0,1
HIST-01455,PATIENT_EXPERIENCE_ADHERENCE,3,0,EMEA,0.313,1,214,1,0,147,1,0
HIST-01456,EFFICACY_REAL_WORLD,2,0,US-East,0.194,4,348,0,0,168,0,0
HIST-01457,DATA_GAP_EVIDENCE_NEED,3,1,EMEA,0.5,0,101,-1,1,257,1,0
HIST-01458,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.218,6,328,0,0,251,0,0
HIST-01459,PATIENT_EXPERIENCE_ADHERENCE,3,1,APAC,0.157,2,13,0,0,138,1,0
HIST-01460,DOSING_ADMINISTRATION,1,1,US-Central,0.159,6,385,-1,0,228,1,0
HIST-01461,COMPETITIVE_LANDSCAPE,1,1,US-West,0.082,7,234,-1,0,203,0,0
HIST-01462,SAFETY_TOLERABILITY,1,0,EMEA,0.178,4,156,-1,0,235,0,0
HIST-01463,DIAGNOSTIC_MONITORING,3,0,US-West,0.477,10,96,-1,0,145,1,1
HIST-01464,DOSING_ADMINISTRATION,1,0,APAC,0.056,1,55,1,0,183,1,0
HIST-01465,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.533,5,25,0,0,240,1,1
HIST-01466,DIAGNOSTIC_MONITORING,2,0,US-Central,0.614,4,230,1,0,193,1,1
HIST-01467,DIAGNOSTIC_MONITORING,2,0,APAC,0.066,0,216,0,0,143,0,0
HIST-01468,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.324,0,369,-1,0,163,0,0
HIST-01469,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.148,1,288,0,1,231,0,0
HIST-01470,COMPETITIVE_LANDSCAPE,1,1,EMEA,0.344,3,196,0,0,284,0,0
HIST-01471,DIAGNOSTIC_MONITORING,2,0,US-East,0.005,6,76,1,0,135,0,0
HIST-01472,EFFICACY_REAL_WORLD,3,0,US-Central,0.305,2,281,0,0,168,0,0
HIST-01473,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-Central,0.376,5,243,1,0,208,0,0
HIST-01474,EFFICACY_REAL_WORLD,1,0,US-East,0.164,2,279,0,0,228,0,0
HIST-01475,DATA_GAP_EVIDENCE_NEED,1,1,US-East,0.229,5,185,0,1,87,1,0
HIST-01476,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.472,0,308,0,0,130,1,0
HIST-01477,DIAGNOSTIC_MONITORING,2,0,APAC,0.075,6,329,-1,0,136,0,0
HIST-01478,DOSING_ADMINISTRATION,2,0,US-Central,0.558,4,70,-1,1,227,1,1
HIST-01479,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.146,0,272,1,0,252,0,0
HIST-01480,UNMET_NEED,3,1,EMEA,0.649,6,286,0,0,281,1,1
HIST-01481,UNMET_NEED,2,0,EMEA,0.157,2,15,0,0,130,1,0
HIST-01482,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.682,5,66,1,0,139,0,1
HIST-01483,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.286,7,220,-1,0,76,1,1
HIST-01484,ACCESS_REIMBURSEMENT,1,0,US-Central,0.244,1,186,0,0,92,0,0
HIST-01485,DOSING_ADMINISTRATION,1,1,US-East,0.179,6,244,-1,0,238,0,1
HIST-01486,SAFETY_TOLERABILITY,1,0,EMEA,0.37,3,218,-1,0,146,1,0
HIST-01487,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.189,6,246,-1,0,121,1,0
HIST-01488,UNMET_NEED,3,1,US-East,0.168,6,297,0,0,120,1,0
HIST-01489,ACCESS_REIMBURSEMENT,1,1,US-West,0.269,0,44,1,0,360,0,0
HIST-01490,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.411,4,320,1,0,356,1,0
HIST-01491,DIAGNOSTIC_MONITORING,1,1,US-East,0.328,11,105,-1,0,160,0,1
HIST-01492,PATIENT_SELECTION_POSITIONING,2,1,US-East,0.225,7,168,-1,0,343,1,1
HIST-01493,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.389,7,45,-1,1,179,0,1
HIST-01494,DOSING_ADMINISTRATION,1,1,US-East,0.362,1,181,-1,0,158,0,1
HIST-01495,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.354,1,14,-1,0,268,0,1
HIST-01496,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.43,3,193,-1,0,246,0,0
HIST-01497,SAFETY_TOLERABILITY,3,1,US-West,0.459,5,281,-1,0,221,0,0
HIST-01498,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.406,4,380,0,0,160,0,0
HIST-01499,DIAGNOSTIC_MONITORING,2,0,US-West,0.231,7,357,0,0,149,0,0
HIST-01500,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.529,5,184,1,0,246,0,0
HIST-01501,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.277,4,303,0,0,161,0,0
HIST-01502,UNMET_NEED,3,0,APAC,0.07,5,21,0,0,202,0,0
HIST-01503,DOSING_ADMINISTRATION,1,1,APAC,0.259,1,273,-1,0,150,0,0
HIST-01504,DOSING_ADMINISTRATION,1,1,US-Central,0.132,1,92,-1,0,131,1,1
HIST-01505,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.359,2,238,1,0,43,1,0
HIST-01506,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.203,9,257,0,0,162,1,0
HIST-01507,UNMET_NEED,1,1,EMEA,0.219,0,38,-1,0,169,0,0
HIST-01508,DOSING_ADMINISTRATION,3,1,US-Central,0.187,1,39,-1,0,273,0,0
HIST-01509,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.526,7,239,0,0,177,0,1
HIST-01510,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.188,0,390,0,0,219,0,0
HIST-01511,COMPETITIVE_LANDSCAPE,2,0,US-East,0.263,1,322,0,0,163,0,0
HIST-01512,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.458,2,219,0,0,61,1,0
HIST-01513,EFFICACY_REAL_WORLD,1,0,US-West,0.332,5,59,0,0,261,1,1
HIST-01514,ACCESS_REIMBURSEMENT,2,0,US-East,0.253,0,170,0,0,304,0,0
HIST-01515,SAFETY_TOLERABILITY,2,1,US-West,0.064,0,113,1,0,257,1,0
HIST-01516,COMPETITIVE_LANDSCAPE,3,0,US-East,0.214,5,112,-1,0,228,1,0
HIST-01517,DOSING_ADMINISTRATION,2,1,US-Central,0.506,5,307,1,0,131,0,0
HIST-01518,UNMET_NEED,1,1,US-West,0.244,0,64,0,0,149,0,0
HIST-01519,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.361,1,102,-1,0,333,1,0
HIST-01520,ACCESS_REIMBURSEMENT,3,0,US-West,0.139,6,75,0,0,174,1,1
HIST-01521,SAFETY_TOLERABILITY,2,0,US-Central,0.154,3,347,-1,0,118,1,0
HIST-01522,SAFETY_TOLERABILITY,3,0,US-East,0.395,0,55,0,0,275,0,0
HIST-01523,COMPETITIVE_LANDSCAPE,2,0,US-West,0.243,0,207,1,0,204,0,0
HIST-01524,UNMET_NEED,3,1,US-West,0.345,0,84,1,0,161,0,0
HIST-01525,PATIENT_SELECTION_POSITIONING,2,1,US-Central,0.219,3,74,1,0,236,0,0
HIST-01526,EFFICACY_REAL_WORLD,2,0,EMEA,0.314,1,170,1,0,339,0,1
HIST-01527,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.416,1,33,0,1,339,0,0
HIST-01528,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.107,3,141,0,0,270,0,0
HIST-01529,SAFETY_TOLERABILITY,2,0,US-Central,0.588,5,397,1,0,179,1,0
HIST-01530,ACCESS_REIMBURSEMENT,2,0,US-West,0.272,0,159,0,0,135,0,0
HIST-01531,SAFETY_TOLERABILITY,3,0,US-West,0.342,4,42,-1,0,186,0,1
HIST-01532,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.2,0,158,0,1,268,0,0
HIST-01533,DATA_GAP_EVIDENCE_NEED,1,0,US-West,0.034,1,92,-1,1,296,0,1
HIST-01534,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.082,3,275,-1,0,242,0,1
HIST-01535,COMPETITIVE_LANDSCAPE,1,0,EMEA,0.398,8,28,-1,0,165,1,1
HIST-01536,DATA_GAP_EVIDENCE_NEED,2,1,US-Central,0.012,1,393,-1,0,160,1,0
HIST-01537,SAFETY_TOLERABILITY,3,1,APAC,0.246,3,275,0,0,162,1,0
HIST-01538,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.255,4,9,1,0,179,1,0
HIST-01539,SAFETY_TOLERABILITY,2,0,US-West,0.383,0,51,0,1,157,0,0
HIST-01540,DIAGNOSTIC_MONITORING,3,0,US-East,0.19,7,154,0,0,242,0,0
HIST-01541,COMPETITIVE_LANDSCAPE,3,1,US-East,0.319,8,25,0,0,286,1,0
HIST-01542,DOSING_ADMINISTRATION,3,0,US-East,0.149,5,215,0,0,299,1,0
HIST-01543,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.611,1,169,0,0,54,0,0
HIST-01544,UNMET_NEED,1,1,US-East,0.301,1,394,-1,0,230,1,1
HIST-01545,UNMET_NEED,1,1,US-East,0.18,2,278,1,0,173,0,0
HIST-01546,UNMET_NEED,1,1,US-Central,0.314,3,350,-1,0,244,0,0
HIST-01547,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.031,3,242,0,1,270,1,0
HIST-01548,PATIENT_SELECTION_POSITIONING,1,0,US-East,0.131,9,182,0,0,279,0,0
HIST-01549,PATIENT_EXPERIENCE_ADHERENCE,3,0,APAC,0.331,4,381,1,0,229,1,0
HIST-01550,ACCESS_REIMBURSEMENT,3,0,US-East,0.16,4,397,0,0,228,0,0
HIST-01551,DATA_GAP_EVIDENCE_NEED,1,1,APAC,0.208,8,115,0,1,128,1,1
HIST-01552,DIAGNOSTIC_MONITORING,2,0,US-Central,0.413,1,328,0,0,165,1,0
HIST-01553,SAFETY_TOLERABILITY,2,1,EMEA,0.516,0,109,-1,0,307,0,0
HIST-01554,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.256,9,123,-1,0,397,1,0
HIST-01555,ACCESS_REIMBURSEMENT,1,1,US-Central,0.301,1,106,-1,1,227,0,1
HIST-01556,ACCESS_REIMBURSEMENT,2,0,APAC,0.238,1,319,1,0,249,0,0
HIST-01557,PATIENT_EXPERIENCE_ADHERENCE,3,0,EMEA,0.616,10,275,0,1,136,1,0
HIST-01558,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.301,4,190,-1,0,139,1,0
HIST-01559,UNMET_NEED,3,0,US-Central,0.342,7,282,-1,0,215,0,0
HIST-01560,DOSING_ADMINISTRATION,2,0,EMEA,0.358,3,175,-1,1,347,0,0
HIST-01561,DOSING_ADMINISTRATION,1,1,US-West,0.434,2,125,-1,0,200,1,1
HIST-01562,EFFICACY_REAL_WORLD,2,0,US-East,0.2,7,106,-1,0,274,0,0
HIST-01563,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.339,5,277,0,1,343,1,0
HIST-01564,DATA_GAP_EVIDENCE_NEED,2,1,US-West,0.297,3,265,0,0,226,1,1
HIST-01565,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.186,4,293,0,0,186,1,0
HIST-01566,UNMET_NEED,3,0,EMEA,0.306,7,147,0,0,243,1,0
HIST-01567,DOSING_ADMINISTRATION,3,0,EMEA,0.537,6,156,0,0,93,1,1
HIST-01568,DOSING_ADMINISTRATION,3,0,APAC,0.15,0,314,0,0,294,1,1
HIST-01569,COMPETITIVE_LANDSCAPE,1,1,APAC,0.357,0,296,-1,0,175,1,0
HIST-01570,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.409,0,32,0,0,240,1,0
HIST-01571,DIAGNOSTIC_MONITORING,1,0,US-West,0.673,6,8,0,0,193,0,0
HIST-01572,EFFICACY_REAL_WORLD,2,0,US-West,0.13,5,35,-1,0,66,0,0
HIST-01573,PATIENT_EXPERIENCE_ADHERENCE,1,0,APAC,0.28,0,112,-1,0,280,0,0
HIST-01574,SAFETY_TOLERABILITY,1,0,US-East,0.191,5,218,0,0,188,0,0
HIST-01575,PATIENT_SELECTION_POSITIONING,2,1,EMEA,0.1,0,303,-1,0,153,1,0
HIST-01576,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.066,1,378,-1,0,136,1,0
HIST-01577,DOSING_ADMINISTRATION,2,1,EMEA,0.16,1,317,-1,0,236,1,0
HIST-01578,UNMET_NEED,2,0,US-West,0.164,5,284,0,0,266,0,0
HIST-01579,DIAGNOSTIC_MONITORING,3,1,US-East,0.201,9,257,0,0,117,1,0
HIST-01580,PATIENT_EXPERIENCE_ADHERENCE,3,1,EMEA,0.601,2,118,0,0,169,1,0
HIST-01581,UNMET_NEED,3,0,US-East,0.371,1,255,0,0,199,0,0
HIST-01582,DOSING_ADMINISTRATION,2,0,US-Central,0.233,1,297,0,0,323,0,0
HIST-01583,PATIENT_EXPERIENCE_ADHERENCE,3,0,EMEA,0.461,4,176,0,0,320,1,0
HIST-01584,ACCESS_REIMBURSEMENT,3,0,APAC,0.177,10,123,0,0,39,1,0
HIST-01585,GUIDELINES_PRACTICE_PATTERNS,3,0,US-East,0.352,0,99,0,1,198,0,0
HIST-01586,EFFICACY_REAL_WORLD,2,0,APAC,0.066,1,375,-1,0,117,0,0
HIST-01587,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.466,0,281,0,0,240,0,0
HIST-01588,ACCESS_REIMBURSEMENT,2,1,US-West,0.342,1,182,1,0,231,1,0
HIST-01589,DOSING_ADMINISTRATION,3,1,US-East,0.493,0,326,0,0,375,0,0
HIST-01590,ACCESS_REIMBURSEMENT,1,1,APAC,0.125,8,236,0,1,187,0,1
HIST-01591,GUIDELINES_PRACTICE_PATTERNS,1,0,US-Central,0.164,1,59,0,0,253,1,1
HIST-01592,DATA_GAP_EVIDENCE_NEED,3,0,US-East,0.22,6,20,0,0,161,1,1
HIST-01593,COMPETITIVE_LANDSCAPE,2,0,US-West,0.127,2,119,0,0,96,0,0
HIST-01594,UNMET_NEED,2,0,APAC,0.093,3,7,-1,0,142,1,0
HIST-01595,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.101,0,4,-1,0,218,1,0
HIST-01596,SAFETY_TOLERABILITY,3,1,US-Central,0.157,2,200,0,0,136,1,0
HIST-01597,CLINICAL_TRIAL_EXPERIENCE,1,0,US-West,0.241,8,370,0,0,185,0,0
HIST-01598,DOSING_ADMINISTRATION,3,0,APAC,0.368,3,204,-1,0,168,1,1
HIST-01599,EFFICACY_REAL_WORLD,2,0,EMEA,0.222,3,397,1,0,260,1,0
HIST-01600,ACCESS_REIMBURSEMENT,2,0,US-East,0.231,5,114,1,0,216,1,0
HIST-01601,DIAGNOSTIC_MONITORING,2,0,US-Central,0.335,3,66,0,0,259,1,0
HIST-01602,ACCESS_REIMBURSEMENT,3,0,APAC,0.711,3,377,0,0,126,1,1
HIST-01603,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.232,9,337,1,0,190,0,0
HIST-01604,DOSING_ADMINISTRATION,2,0,US-Central,0.157,0,217,-1,0,214,1,0
HIST-01605,SAFETY_TOLERABILITY,2,0,US-Central,0.298,1,308,0,0,283,0,0
HIST-01606,ACCESS_REIMBURSEMENT,2,0,US-East,0.14,7,278,-1,0,303,0,0
HIST-01607,EFFICACY_REAL_WORLD,3,0,US-East,0.316,6,144,-1,0,180,0,0
HIST-01608,COMPETITIVE_LANDSCAPE,3,0,US-West,0.642,10,17,1,0,260,0,0
HIST-01609,UNMET_NEED,3,0,US-East,0.125,4,90,-1,0,162,1,0
HIST-01610,EFFICACY_REAL_WORLD,1,1,EMEA,0.623,3,83,-1,0,111,1,0
HIST-01611,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-West,0.154,1,254,-1,0,173,1,0
HIST-01612,PATIENT_SELECTION_POSITIONING,3,0,US-West,0.007,5,282,0,0,340,1,0
HIST-01613,ACCESS_REIMBURSEMENT,2,1,US-East,0.134,4,265,-1,0,203,1,1
HIST-01614,DIAGNOSTIC_MONITORING,2,0,APAC,0.42,2,149,1,0,88,0,0
HIST-01615,DIAGNOSTIC_MONITORING,1,1,US-East,0.264,3,327,0,1,229,1,0
HIST-01616,PATIENT_EXPERIENCE_ADHERENCE,3,1,APAC,0.374,10,351,-1,0,200,0,0
HIST-01617,EFFICACY_REAL_WORLD,2,0,US-East,0.21,0,227,0,0,226,1,0
